Model,Displ,Cyl,Trans,Drive,Fuel,Cert Region,Stnd,Stnd Description,Underhood ID,Veh Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
KIA Sorento,2,4,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JKMXV02.04WF,small SUV,3,19,25,22,4,No,414
KIA Sorento,2,4,SemiAuto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,JKMXV02.04WF,small SUV,3,19,25,22,4,No,414
KIA Sorento,2.4,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JKMXV02.44P5,small SUV,5,21,28,24,5,No,377
KIA Sorento,2.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JKMXV02.44P5,small SUV,5,21,28,24,5,No,377
KIA Sorento,2.4,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JKMXV02.44P5,small SUV,5,21,25,22,4,No,397
KIA Sorento,2.4,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JKMXV02.44P5,small SUV,5,21,25,22,4,No,397
KIA Sorento,3.3,6,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JKMXV03.34RF,small SUV,3,18,25,20,4,No,436
KIA Sorento,3.3,6,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,JKMXV03.34RF,small SUV,3,18,25,20,4,No,436
KIA Sorento,3.3,6,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JKMXV03.34RF,small SUV,3,17,23,19,3,No,465
KIA Sorento,3.3,6,SemiAuto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,JKMXV03.34RF,small SUV,3,17,23,19,3,No,465
KIA Sorento FE,3.3,6,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JKMXV03.34RF,small SUV,3,18,25,21,4,No,434
KIA Sorento FE,3.3,6,SemiAuto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,JKMXV03.34RF,small SUV,3,18,25,21,4,No,434
KIA Soul,1.6,4,AutoMan-7,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JKMXV01.64JF,station wagon,3,26,31,28,6,No,320
KIA Soul,1.6,4,AutoMan-7,2WD,Gasoline,CA,U2,California LEV-II ULEV,JKMXV01.64JF,station wagon,3,26,31,28,6,No,320
KIA Soul,1.6,4,Man-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JKMXV01.6DA6,station wagon,3,24,30,27,6,No,335
KIA Soul,1.6,4,Man-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JKMXV01.6DA6,station wagon,3,24,30,27,6,No,335
KIA Soul,1.6,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JKMXV01.6DA6,station wagon,3,25,30,27,6,No,330
KIA Soul,1.6,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JKMXV01.6DA6,station wagon,3,25,30,27,6,No,330
KIA Soul,2,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JKMXV02.04C3,station wagon,7,25,30,27,6,No,334
KIA Soul,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JKMXV02.04C3,station wagon,7,25,30,27,6,No,334
KIA Soul,2,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JKMXV02.04C5,station wagon,5,25,30,27,6,No,334
KIA Soul,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JKMXV02.04C5,station wagon,5,25,30,27,6,No,334
KIA Soul Electric,N/A,N/A,Auto-1,2WD,Electricity,FA,T3B0,Federal Tier 3 Bin 0,JKMXV00.0411,station wagon,10,124,93,108,10,Elite,0
KIA Soul Electric,N/A,N/A,Auto-1,2WD,Electricity,CA,ZEV,California ZEV,JKMXV00.0411,station wagon,10,124,93,108,10,Elite,0
KIA Sportage,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JKMXT02.04MF,small SUV,3,21,26,23,5,No,392
KIA Sportage,2,4,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,JKMXT02.04MF,small SUV,3,21,26,23,5,No,392
KIA Sportage,2,4,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JKMXT02.04MF,small SUV,3,20,23,21,4,No,424
KIA Sportage,2,4,SemiAuto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,JKMXT02.04MF,small SUV,3,20,23,21,4,No,424
KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JKMXT02.44N3,small SUV,7,22,29,25,5,No,358
KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JKMXT02.44N3,small SUV,7,22,29,25,5,No,358
KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JKMXT02.44N5,small SUV,5,22,29,25,5,No,358
KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JKMXT02.44N5,small SUV,5,22,29,25,5,No,358
KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JKMXT02.44N3,small SUV,7,21,25,23,5,No,397
KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JKMXT02.44N3,small SUV,7,21,25,23,5,No,397
KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JKMXT02.44N5,small SUV,5,21,25,23,5,No,397
KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JKMXT02.44N5,small SUV,5,21,25,23,5,No,397
KIA Sportage FE,2.4,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JKMXT02.44N3,small SUV,7,23,30,26,5,No,351
KIA Sportage FE,2.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JKMXT02.44N3,small SUV,7,23,30,26,5,No,351
KIA Sportage FE,2.4,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JKMXT02.44N5,small SUV,5,23,30,26,5,No,351
KIA Sportage FE,2.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JKMXT02.44N5,small SUV,5,23,30,26,5,No,351
KIA Sportage FE,2.4,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JKMXT02.44N3,small SUV,7,21,25,22,4,No,400
KIA Sportage FE,2.4,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JKMXT02.44N3,small SUV,7,21,25,22,4,No,400
KIA Sportage FE,2.4,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JKMXT02.44N5,small SUV,5,21,25,22,4,No,400
KIA Sportage FE,2.4,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JKMXT02.44N5,small SUV,5,21,25,22,4,No,400
LAMBORGHINI Aventador Coupe,6.5,12,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,JVGAV06.5LLR,small car,1,10,17,12,1,No,731
LAMBORGHINI Aventador Coupe,6.5,12,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JVGAV06.5LLR,small car,1,10,17,12,1,No,731
LAMBORGHINI Aventador Roadster,6.5,12,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,JVGAV06.5LLR,small car,1,10,16,12,1,No,751
LAMBORGHINI Aventador Roadster,6.5,12,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JVGAV06.5LLR,small car,1,10,16,12,1,No,751
LAMBORGHINI Aventador S Coupe,6.5,12,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,JVGAV06.5LLR,small car,1,10,17,12,1,No,731
LAMBORGHINI Aventador S Coupe,6.5,12,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JVGAV06.5LLR,small car,1,10,17,12,1,No,731
LAMBORGHINI Aventador S Roadster,6.5,12,AMS-7,4WD,Gasoline,CA,L2,California LEV-II LEV,JVGAV06.5LLR,small car,1,10,16,12,1,No,751
LAMBORGHINI Aventador S Roadster,6.5,12,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JVGAV06.5LLR,small car,1,10,16,12,1,No,751
LAND ROVER Range Rover Velar,2,4,SemiAuto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,JJLXJ02.0STY,small SUV,1,26,30,28,5,No,369
LAND ROVER Range Rover Velar,2,4,SemiAuto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,JJLXJ02.0STY,small SUV,1,26,30,28,5,No,369
LAND ROVER Range Rover Velar,2,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JJLXJ02.0RTX,small SUV,7,21,27,23,5,No,384
LAND ROVER Range Rover Velar,2,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JJLXJ02.0RTX,small SUV,7,21,27,23,5,No,384
LAND ROVER Range Rover Velar,3,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JJLXJ03.0FSP,small SUV,7,18,24,20,4,No,439
LAND ROVER Range Rover Velar,3,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JJLXJ03.0FSP,small SUV,7,18,24,20,4,No,439
LEXUS GX 460,4.6,8,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JTYXT04.6B6X,standard SUV,3,15,18,16,2,No,548
LEXUS GX 460,4.6,8,SemiAuto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,JTYXT04.6B6X,standard SUV,3,15,18,16,2,No,548
LEXUS LC 500,5,8,SemiAuto-10,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JTYXV05.0M5A,small car,5,16,26,19,3,No,459
LEXUS LC 500,5,8,SemiAuto-10,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JTYXV05.0M5A,small car,5,16,26,19,3,No,459
LEXUS LC 500h,3.5,6,SCV-10,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JTYXV03.5P35,small car,7,26,35,30,7,Yes,301
LEXUS LC 500h,3.5,6,SCV-10,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JTYXV03.5P35,small car,7,26,35,30,7,Yes,301
LEXUS LX 570,5.7,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JTYXT05.7B6Y,standard SUV,3,13,18,15,2,No,597
LEXUS LX 570,5.7,8,SemiAuto-8,4WD,Gasoline,CA,U2,California LEV-II ULEV,JTYXT05.7B6Y,standard SUV,3,13,18,15,2,No,597
LINCOLN Continental,2.7,6,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXV02.7VLM,large car,5,18,27,21,4,No,424
LINCOLN Continental,2.7,6,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXV02.7VLM,large car,5,18,27,21,4,No,424
LINCOLN Continental,2.7,6,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXV02.7VLM,large car,5,17,25,20,4,No,451
LINCOLN Continental,2.7,6,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXV02.7VLM,large car,5,17,25,20,4,No,451
LINCOLN Continental,3,6,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JFMXV03.0VLG,large car,5,16,24,19,3,No,467
LINCOLN Continental,3,6,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JFMXV03.0VLG,large car,5,16,24,19,3,No,467
LINCOLN Continental,3.7,6,SemiAuto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JFMXV03.7VLT,large car,3,17,26,20,4,No,440
LINCOLN Continental,3.7,6,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JFMXV03.7VLT,large car,3,17,26,20,4,No,440
LINCOLN Continental,3.7,6,SemiAuto-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JFMXV03.7VLT,large car,3,16,24,19,3,No,466
LINCOLN Continental,3.7,6,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JFMXV03.7VLT,large car,3,16,24,19,3,No,466
LINCOLN MKT,3.5,6,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JFMXJ03.5VEP,standard SUV,3,15,21,17,3,No,523
LINCOLN MKT,3.5,6,SemiAuto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,JFMXJ03.5VEP,standard SUV,3,15,21,17,3,No,523
LINCOLN MKT,3.7,6,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JFMXV03.7VE8,standard SUV,3,16,24,19,3,No,468
LINCOLN MKT,3.7,6,SemiAuto-6,2WD,Gasoline,CA,U2,California LEV-II ULEV,JFMXV03.7VE8,standard SUV,3,16,24,19,3,No,468
LINCOLN MKT Livery,3.7,6,Auto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JFMXV03.7VE8,special purpose,3,16,23,18,3,No,493
LINCOLN MKT Livery,3.7,6,Auto-6,4WD,Gasoline,CA,U2,California LEV-II ULEV,JFMXV03.7VE8,special purpose,3,16,23,18,3,No,493
MASERATI Ghibli,3,6,Auto-8,2WD,Gasoline,CA,L2,California LEV-II LEV,JMAXV03.0DFI,midsize car,1,17,24,19,3,No,460
MASERATI Ghibli,3,6,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JMAXV03.0DFI,midsize car,1,17,24,19,3,No,460
MASERATI Ghibli S,3,6,Auto-8,2WD,Gasoline,CA,L2,California LEV-II LEV,JMAXV03.0DFI,midsize car,1,16,24,19,3,No,471
MASERATI Ghibli S,3,6,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JMAXV03.0DFI,midsize car,1,16,24,19,3,No,471
MASERATI Ghibli S Q4,3,6,Auto-8,4WD,Gasoline,CA,L2,California LEV-II LEV,JMAXV03.0DFI,midsize car,1,16,24,19,3,No,475
MASERATI Ghibli S Q4,3,6,Auto-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JMAXV03.0DFI,midsize car,1,16,24,19,3,No,475
MASERATI Granturismo,4.7,8,Auto-6,2WD,Gasoline,CA,L2,California LEV-II LEV,JMAXV04.7LEV,small car,1,13,21,16,2,No,572
MASERATI Granturismo,4.7,8,Auto-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JMAXV04.7LEV,small car,1,13,21,16,2,No,572
MASERATI Granturismo Convertible,4.7,8,Auto-6,2WD,Gasoline,CA,L2,California LEV-II LEV,JMAXV04.7LEV,small car,1,13,20,15,2,No,577
MASERATI Granturismo Convertible,4.7,8,Auto-6,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JMAXV04.7LEV,small car,1,13,20,15,2,No,577
MASERATI Levante,3,8,Auto-8,4WD,Gasoline,CA,L2,California LEV-II LEV,JMAXT03.0AWD,standard SUV,1,14,20,16,2,No,548
MASERATI Levante,3,8,Auto-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JMAXT03.0AWD,standard SUV,1,14,20,16,2,No,548
MASERATI Levante S,3,8,Auto-8,4WD,Gasoline,CA,L2,California LEV-II LEV,JMAXT03.0AWD,standard SUV,1,14,19,16,2,No,557
MASERATI Levante S,3,8,Auto-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JMAXT03.0AWD,standard SUV,1,14,19,16,2,No,557
MASERATI Quattroporte S,3,6,Auto-8,2WD,Gasoline,CA,L2,California LEV-II LEV,JMAXV03.0DFI,large car,1,16,23,18,3,No,482
MASERATI Quattroporte S,3,6,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JMAXV03.0DFI,large car,1,16,23,18,3,No,482
MASERATI Quattroporte S Q4,3,6,Auto-8,4WD,Gasoline,CA,L2,California LEV-II LEV,JMAXV03.0DFI,large car,1,16,23,18,3,No,485
MASERATI Quattroporte S Q4,3,6,Auto-8,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JMAXV03.0DFI,large car,1,16,23,18,3,No,485
MASERATI Quattroporte V8,3.8,8,Auto-8,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JMAXV03.8DFI,large car,1,15,22,17,3,No,517
MAZDA 3,2,4,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JTKXV02.0CDA,midsize car,7,27,37,31,7,Yes,286
MAZDA 3,2,4,Man-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JTKXV02.0CDA,small car,7,28,38,31,7,Yes,281
MAZDA 3,2,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JTKXV02.0CDA,midsize car,7,27,37,31,7,Yes,286
MAZDA 3,2,4,Man-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JTKXV02.0CDA,small car,7,28,38,31,7,Yes,281
MAZDA 3,2,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JTKXV02.0CDA,midsize car,7,28,37,32,7,Yes,280
MAZDA 3,2,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JTKXV02.0CDA,small car,7,28,37,31,7,Yes,283
MAZDA 3,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JTKXV02.0CDA,midsize car,7,28,37,32,7,Yes,280
MAZDA 3,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JTKXV02.0CDA,small car,7,28,37,31,7,Yes,283
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JTKXV02.5CDB,midsize car,7,26,35,30,7,Yes,301
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,JTKXV02.5CDB,small car,7,27,36,30,7,Yes,293
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JTKXV02.5CDB,midsize car,7,26,35,30,7,Yes,301
MAZDA 3,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,JTKXV02.5CDB,small car,7,27,36,30,7,Yes,293
MAZDA CX-3,2,4,SemiAuto-6,2WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,JTKXV02.5FBA,small car,3,29,34,31,7,Yes,290
MAZDA CX-3,2,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JTKXV02.5FBA,small car,3,29,34,31,7,Yes,290
MAZDA CX-3,2,4,SemiAuto-6,4WD,Gasoline,CA,L2ULEV125,California LEV-II ULEV125,JTKXV02.5FBA,small car,3,27,32,29,6,No,308
MAZDA CX-3,2,4,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JTKXV02.5FBA,small car,3,27,32,29,6,No,308
MAZDA CX-9,2.5,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JTKXT02.5FFA,small SUV,3,22,28,24,5,No,362
MAZDA CX-9,2.5,4,SemiAuto-6,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JTKXT02.5FFA,small SUV,3,22,28,24,5,No,362
MAZDA CX-9,2.5,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JTKXT02.5FFA,small SUV,3,20,26,23,5,No,391
MAZDA CX-9,2.5,4,SemiAuto-6,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JTKXT02.5FFA,small SUV,3,20,26,23,5,No,391
MERCEDES-BENZ AMG C43 4Matic,3,6,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JMBXJ03.0U2A,small car,5,19,26,22,4,No,405
MERCEDES-BENZ AMG C43 4Matic,3,6,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JMBXJ03.0U2A,small car,5,20,27,22,4,No,394
MERCEDES-BENZ AMG C43 4Matic,3,6,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JMBXJ03.0U2A,small car,5,20,27,23,5,No,393
MERCEDES-BENZ AMG C63,4,8,Auto-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JMBXV04.0U2A,small car,5,17,22,19,3,No,468
MERCEDES-BENZ AMG C63,4,8,Auto-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JMBXV04.0U2A,small car,5,17,23,19,3,No,458
MERCEDES-BENZ AMG C63,4,8,Auto-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JMBXV04.0U2A,small car,5,18,24,20,4,No,441
MERCEDES-BENZ AMG C63,4,8,Auto-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JMBXV04.0U2A,small car,5,17,22,19,3,No,468
MERCEDES-BENZ AMG C63,4,8,Auto-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JMBXV04.0U2A,small car,5,17,23,19,3,No,458
MERCEDES-BENZ AMG C63,4,8,Auto-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JMBXV04.0U2A,small car,5,18,24,20,4,No,441
MERCEDES-BENZ AMG C63 S,4,8,Auto-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JMBXV04.0U2A,small car,5,17,22,19,3,No,468
MERCEDES-BENZ AMG C63 S,4,8,Auto-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JMBXV04.0U2A,small car,5,17,23,19,3,No,458
MERCEDES-BENZ AMG C63 S,4,8,Auto-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JMBXV04.0U2A,small car,5,18,24,20,4,No,441
MERCEDES-BENZ AMG C63 S,4,8,Auto-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JMBXV04.0U2A,small car,5,17,22,19,3,No,468
MERCEDES-BENZ AMG C63 S,4,8,Auto-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JMBXV04.0U2A,small car,5,17,23,19,3,No,458
MERCEDES-BENZ AMG C63 S,4,8,Auto-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JMBXV04.0U2A,small car,5,18,24,20,4,No,441
MERCEDES-BENZ AMG CLA45 4Matic,2,4,AutoMan-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JMBXV02.0U2C,small car,3,23,30,26,5,No,348
MERCEDES-BENZ AMG CLA45 4Matic,2,4,AutoMan-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JMBXV02.0U2C,small car,3,23,30,26,5,No,348
MERCEDES-BENZ AMG CLS63 4Matic,5.5,8,Auto-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,JMBXV05.5U2A,small car,1,16,22,18,3,No,495
MERCEDES-BENZ AMG CLS63 4Matic,5.5,8,Auto-7,4WD,Gasoline,CA,U2,California LEV-II ULEV,JMBXV05.5U2A,small car,3,16,22,18,3,No,495
MERCEDES-BENZ AMG E43 4Matic,3,6,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JMBXJ03.0U2A,midsize car,5,19,25,21,4,No,416
MERCEDES-BENZ AMG E63 S 4Matic,4,8,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JMBXV04.0U2A,midsize car,5,15,22,18,3,No,497
MERCEDES-BENZ AMG E63 S 4Matic,4,8,Auto-9,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,JMBXV04.0U2A,station wagon,5,16,22,18,3,No,496
MERCEDES-BENZ AMG E63 S 4Matic,4,8,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JMBXV04.0U2A,midsize car,5,15,22,18,3,No,497
MERCEDES-BENZ AMG E63 S 4Matic,4,8,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JMBXV04.0U2A,station wagon,5,16,22,18,3,No,496
MERCEDES-BENZ AMG GLA45 4Matic,2,4,AutoMan-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JMBXV02.0U2C,station wagon,3,22,28,25,5,No,361
MERCEDES-BENZ AMG GLA45 4Matic,2,4,AutoMan-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JMBXV02.0U2C,station wagon,3,22,28,25,5,No,361
MERCEDES-BENZ AMG GLC43 4Matic,3,6,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JMBXJ03.0U2A,small SUV,5,18,24,20,4,No,438
MERCEDES-BENZ AMG GLC43 4Matic,3,6,Auto-9,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,JMBXJ03.0U2A,small SUV,5,18,24,20,4,No,443
MERCEDES-BENZ AMG GLE 43 4Matic,3,6,Auto-9,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JMBXT03.0U2B,standard SUV,3,17,22,19,3,No,459
MERCEDES-BENZ AMG GLE 43 4Matic,3,6,Auto-9,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JMBXT03.0U2B,standard SUV,3,17,23,19,3,No,454
MERCEDES-BENZ AMG GLE 43 4Matic,3,6,Auto-9,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JMBXT03.0U2B,standard SUV,3,17,22,19,3,No,459
MERCEDES-BENZ AMG GLE 43 4Matic,3,6,Auto-9,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JMBXT03.0U2B,standard SUV,3,17,23,19,3,No,454
MERCEDES-BENZ AMG GLE63,5.5,8,Auto-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JMBXT05.5U2A,standard SUV,3,14,18,15,2,No,586
MERCEDES-BENZ AMG GLE63,5.5,8,Auto-7,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,JMBXT05.5U2A,standard SUV,3,14,18,15,2,No,586
MERCEDES-BENZ AMG GLE63 S,5.5,8,Auto-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JMBXT05.5U2A,standard SUV,3,14,18,15,2,No,582
MERCEDES-BENZ AMG GLE63 S,5.5,8,Auto-7,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,JMBXT05.5U2A,standard SUV,3,14,18,15,2,No,586
