Name,Symbol,LastSale,MarketCapLabel,MarketCapAmount,IPOyear,Sector,industry,Summary Quote
"Lexicon Pharmaceuticals, Inc.",LXRX,0.93,$673.65M,673650000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lxrx
"LGI Homes, Inc.",LGIH,13.7,$284.46M,284460000,2013,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/lgih
LHC Group,LHCG,29.27,$520.96M,520960000,2005,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/lhcg
Liberty Broadband Corporation,LBRDA,50.61,$4.4B,4400000000,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrda
Liberty Broadband Corporation,LBRDK,50.28,$4.37B,4370000000,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbrdk
Liberty Global plc,LBTYA,53.25,$47.24B,47240000000,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtya
Liberty Global plc,LBTYB,52.79,$46.83B,46830000000,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyb
Liberty Global plc,LBTYK,51.65,$45.82B,45820000000,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/lbtyk
Liberty Interactive Corporation,LVNTA,39.8,$5.63B,5630000000,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvnta
Liberty Interactive Corporation,LVNTB,39.9341,$5.64B,5640000000,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/lvntb
Liberty Interactive Corporation,QVCA,29.23,$13.91B,13910000000,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvca
Liberty Interactive Corporation,QVCB,29.37,$13.98B,13980000000,n/a,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/qvcb
Liberty Media Corporation,LMCA,38.5,$13.21B,13210000000,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lmca
Liberty Media Corporation,LMCB,39.391,$13.51B,13510000000,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lmcb
Liberty Media Corporation,LMCK,38.49,$13.2B,13200000000,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/lmck
Liberty Mutual Agency Corporation,LMAC,n/a,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/lmac
"Liberty Tax, Inc.",TAX,33.92,$430.21M,430210000,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/tax
"Liberty TripAdvisor Holdings, Inc.",LTRPA,32.95,$2.33B,2330000000,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpa
"Liberty TripAdvisor Holdings, Inc.",LTRPB,34.5,$2.54B,2540000000,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ltrpb
Life Partners Holdings Inc,LPHI,0.19,$3.54M,3540000,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/lphi
"LifePoint Hospitals, Inc.",LPNT,70.18,$3.1B,3100000000,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/lpnt
"Lifetime Brands, Inc.",LCUT,16.06,$219.76M,219760000,1991,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/lcut
Lifevantage Corporation,LFVN,1,$98.22M,98220000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lfvn
"Lifeway Foods, Inc.",LWAY,19.43,$317.6M,317600000,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/lway
Ligand Pharmaceuticals Incorporated,LGND,57.54,$1.13B,1130000000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lgnd
Lightbridge Corporation,LTBR,1.25,$22.6M,22600000,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/ltbr
"LightPath Technologies, Inc.",LPTH,0.9921,$15.11M,15110000,1996,Technology,Semiconductors,http://www.nasdaq.com/symbol/lpth
"Lilis Energy, Inc.",LLEX,1.06,$29.34M,29340000,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/llex
Lime Energy Co.,LIME,2.4,$22.69M,22690000,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/lime
"Limelight Networks, Inc.",LLNW,3.25,$319.51M,319510000,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/llnw
Limoneira Co,LMNR,20.66,$291.51M,291510000,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/lmnr
Lincoln Educational Services Corporation,LINC,2.22,$53.4M,53400000,2005,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/linc
"Lincoln Electric Holdings, Inc.",LECO,70.175,$5.45B,5450000000,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/leco
Linear Technology Corporation,LLTC,48.25,$11.54B,11540000000,1986,Technology,Semiconductors,http://www.nasdaq.com/symbol/lltc
"Linn Co, LLC",LNCO,12.01,$1.54B,1540000000,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/lnco
"Linn Energy, LLC",LINE,12.75,$4.19B,4190000000,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/line
"Lionbridge Technologies, Inc.",LIOX,5.86,$373.77M,373770000,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/liox
Lipocine Inc.,LPCN,6.0801,$77.74M,77740000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/lpcn
"Liquid Holdings Group, Inc.",LIQD,0.3625,$21.87M,21870000,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/liqd
"Liquidity Services, Inc.",LQDT,9.62,$288.39M,288390000,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/lqdt
"Littelfuse, Inc.",LFUS,98.71,$2.22B,2220000000,n/a,Consumer Durables,Electrical Products,http://www.nasdaq.com/symbol/lfus
"LiveDeal, Inc.",LIVE,3.14,$50.22M,50220000,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/live
"LivePerson, Inc.",LPSN,11.44,$625.23M,625230000,2000,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/lpsn
LKQ Corporation,LKQ,27.38,$8.3B,8300000000,n/a,Consumer Services,Motor Vehicles,http://www.nasdaq.com/symbol/lkq
"LMI Aerospace, Inc.",LMIA,14.38,$182.6M,182600000,1998,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/lmia
"LNB Bancorp, Inc.",LNBB,17.61,$170.21M,170210000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lnbb
Local Corporation,LOCM,0.6701,$15.57M,15570000,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/locm
Logitech International S.A.,LOGI,14.84,$2.44B,2440000000,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/logi
"LogMein, Inc.",LOGM,53.54,$1.31B,1310000000,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/logm
LoJack Corporation,LOJN,2.47,$46.34M,46340000,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/lojn
"Lombard Medical, Inc.",EVAR,5.51,$89.18M,89180000,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/evar
"LookSmart, Ltd.",LOOK,0.7132,$4.11M,4110000,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/look
"Loral Space and Communications, Inc.",LORL,72.67,$2.25B,2250000000,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/lorl
"Louisiana Bancorp, Inc.",LABC,22,$61.52M,61520000,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/labc
"Loxo Oncology, Inc.",LOXO,13.66,$227.22M,227220000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/loxo
Loyalty Alliance Enterprise Corporation,LAEC,n/a,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/laec
"Lpath, Inc.",LPTN,3.04,$58.6M,58600000,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/lptn
LPL Financial Holdings Inc.,LPLA,45.69,$4.51B,4510000000,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/lpla
LRAD Corporation,LRAD,2.62,$87.1M,87100000,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/lrad
LSI Industries Inc.,LYTS,7.93,$191.48M,191480000,1985,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/lyts
lululemon athletica inc.,LULU,67.37,$8.9B,8900000000,2007,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/lulu
Lumenis Ltd.,LMNS,11.3,$398.23M,398230000,2014,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/lmns
Luminex Corporation,LMNX,15.8,$676.76M,676760000,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmnx
Lumos Networks Corp.,LMOS,18.04,$405.4M,405400000,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/lmos
Luna Innovations Incorporated,LUNA,1.4101,$21.22M,21220000,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/luna
M B T Financial Corp,MBTF,5.38,$122.11M,122110000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbtf
"M/A-COM Technology Solutions Holdings, Inc.",MTSI,34.25,$1.83B,1830000000,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/mtsi
Macatawa Bank Corporation,MCBC,5.44,$183.89M,183890000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mcbc
Mackinac Financial Corporation,MFNC,11.6,$64.55M,64550000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfnc
MACROCURE LTD.,MCUR,10.2,$166.26M,166260000,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/mcur
"MacroGenics, Inc.",MGNX,35.86,$996.73M,996730000,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mgnx
"Madison County Financial, Inc.",MCBK,21,$63.68M,63680000,2012,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mcbk
Magal Security Systems Ltd.,MAGS,5.16,$83.95M,83950000,1993,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/mags
"Magellan Health, Inc.",MGLN,61.79,$1.71B,1710000000,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/mgln
Magellan Petroleum Corporation,MPET,0.879,$40.17M,40170000,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mpet
Magic Software Enterprises Ltd.,MGIC,6.87,$303.19M,303190000,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mgic
magicJack VocalTec Ltd,CALL,7.86,$140.16M,140160000,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/call
MagneGas Corporation,MNGA,0.8335,$30.49M,30490000,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mnga
"Magnetek, Inc.",MAG,39.04,$137.93M,137930000,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mag
"Magyar Bancorp, Inc.",MGYR,8.4,$48.85M,48850000,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/mgyr
"Maiden Holdings, Ltd.",MHLD,14.47,$1.06B,1060000000,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhld
"Maiden Holdings, Ltd.",MHLDO,51.99,$171.57M,171570000,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhldo
"MainSource Financial Group, Inc.",MSFG,19.14,$415.09M,415090000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msfg
Majesco Entertainment Company,COOL,1.14,$8.06M,8060000,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cool
MakeMyTrip Limited,MMYT,25.02,$1.04B,1040000000,2010,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/mmyt
"Malibu Boats, Inc.",MBUU,19.7,$307.49M,307490000,2014,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mbuu
"Malvern Bancorp, Inc.",MLVF,12.32,$80.8M,80800000,n/a,Finance,Banks,http://www.nasdaq.com/symbol/mlvf
"MAM Software Group, Inc.",MAMS,5.9324,$84.82M,84820000,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mams
"Manhattan Associates, Inc.",MANH,51.33,$3.81B,3810000000,1998,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/manh
"Manhattan Bridge Capital, Inc",LOAN,3.52,$21.33M,21330000,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/loan
"Manitex International, Inc.",MNTX,11.36,$181.58M,181580000,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mntx
"Mannatech, Incorporated",MTEX,23.3,$62.17M,62170000,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mtex
MannKind Corporation,MNKD,6.9,$2.8B,2800000000,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnkd
ManTech International Corporation,MANT,33.59,$1.25B,1250000000,2002,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/mant
Mapi - Pharma Ltd.,MAPI,n/a,n/a,0,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mapi
"Marathon Patent Group, Inc.",MARA,7.04,$97.04M,97040000,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/mara
"Marchex, Inc.",MCHX,4.15,$177.8M,177800000,2004,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mchx
Marine Petroleum Trust,MARPS,13.25,$26.5M,26500000,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/marps
"Marinus Pharmaceuticals, Inc.",MRNS,11.65,$163.19M,163190000,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrns
"MarketAxess Holdings, Inc.",MKTX,78.97,$2.95B,2950000000,2004,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mktx
"Marketo, Inc.",MKTO,27.53,$1.13B,1130000000,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mkto
Markit Ltd.,MRKT,26.35,$4.79B,4790000000,2014,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/mrkt
Marlin Business Services Corp.,MRLN,18.83,$241.41M,241410000,2003,Finance,Major Banks,http://www.nasdaq.com/symbol/mrln
"Marlin Midstream Partners, LP",FISH,23.67,$419.05M,419050000,1992,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/fish
Marriott International,MAR,83,$23.52B,23520000000,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mar
"Marrone Bio Innovations, Inc.",MBII,3.74,$91.25M,91250000,2013,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mbii
"Marten Transport, Ltd.",MRTN,23.01,$768.67M,768670000,1986,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/mrtn
Martin Midstream Partners L.P.,MMLP,30.34,$1.07B,1070000000,2002,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mmlp
Marvell Technology Group Ltd.,MRVL,16.29,$8.33B,8330000000,2000,Technology,Semiconductors,http://www.nasdaq.com/symbol/mrvl
Masimo Corporation,MASI,29.9,$1.57B,1570000000,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/masi
Materialise NV,MTLS,8,$376.58M,376580000,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtls
Matrix Service Company,MTRX,18.67,$498.69M,498690000,1990,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/mtrx
"Mattel, Inc.",MAT,25.77,$8.73B,8730000000,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/mat
Mattersight Corporation,MATR,7.35,$163.43M,163430000,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/matr
Matthews International Corporation,MATW,48.59,$1.6B,1600000000,1994,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/matw
Mattress Firm Holding Corp.,MFRM,59.45,$2.08B,2080000000,2011,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/mfrm
"Mattson Technology, Inc.",MTSN,4.62,$340.97M,340970000,1994,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mtsn
"Maxim Integrated Products, Inc.",MXIM,34.6,$9.79B,9790000000,1988,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxim
"Maxwell Technologies, Inc.",MXWL,6.87,$205.35M,205350000,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mxwl
Mazor Robotics Ltd.,MZOR,11.5,$240.6M,240600000,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mzor
MB Financial Inc.,MBFI,31.07,$2.32B,2320000000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfi
MB Financial Inc.,MBFIP,27.2701,$109.08M,109080000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbfip
MCG Capital Corporation,MCGC,3.97,$151.4M,151400000,2001,n/a,n/a,http://www.nasdaq.com/symbol/mcgc
McGrath RentCorp,MGRC,31.65,$821.63M,821630000,1984,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/mgrc
MDC Partners Inc.,MDCA,25.51,$1.27B,1270000000,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/mdca
Mecox Lane Limited,MCOX,3.86,$50.19M,50190000,2010,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/mcox
Medallion Financial Corp.,TAXI,10.8,$271.76M,271760000,1996,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/taxi
"MedAssets, Inc.",MDAS,19.73,$1.19B,1190000000,2007,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdas
"Medical Transcription Billing, Corp.",MTBC,2.6999,$29.7M,29700000,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mtbc
"MediciNova, Inc.",MNOV,3.51,$85.01M,85010000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mnov
"Medidata Solutions, Inc.",MDSO,47.42,$2.57B,2570000000,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mdso
"Medivation, Inc.",MDVN,110,$8.54B,8540000000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mdvn
MediWound Ltd.,MDWD,7.52,$162.06M,162060000,2014,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/mdwd
Medovex Corp.,MDVX,4.75,$43.57M,43570000,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdvx
Medovex Corp.,MDVXW,0.19,n/a,0,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mdvxw
"MeetMe, Inc.",MEET,1.79,$80.33M,80330000,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/meet
"MEI Pharma, Inc.",MEIP,5.42,$180.44M,180440000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/meip
"MELA Sciences, Inc",MELA,2.09,$12.62M,12620000,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mela
Melco Crown Entertainment Limited,MPEL,27.46,$15.13B,15130000000,2006,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mpel
"Mellanox Technologies, Ltd.",MLNX,46.47,$2.1B,2100000000,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/mlnx
"Melrose Bancorp, Inc.",MELR,13.49,$38.17M,38170000,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/melr
Memorial Production Partners LP,MEMP,17.41,$1.51B,1510000000,2011,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/memp
Memorial Resource Development Corp.,MRD,19.3,$3.74B,3740000000,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mrd
Mentor Graphics Corporation,MENT,25.3,$2.91B,2910000000,1984,Technology,EDP Services,http://www.nasdaq.com/symbol/ment
MER Telemanagement Solutions Ltd.,MTSL,1.6,$7.45M,7450000,1997,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mtsl
"MercadoLibre, Inc.",MELI,130.92,$5.78B,5780000000,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/meli
Mercantile Bank Corporation,MBWM,19.21,$323.93M,323930000,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/mbwm
Mercer International Inc.,MERC,14.42,$926.82M,926820000,n/a,Basic Industries,Paper,http://www.nasdaq.com/symbol/merc
"Merchants Bancshares, Inc.",MBVT,28.74,$181.97M,181970000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mbvt
Mercury Systems Inc,MRCY,17.06,$582.59M,582590000,1998,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mrcy
Merge Healthcare Incorporated.,MRGE,4.47,$440.75M,440750000,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/mrge
"Meridian Bancorp, Inc.",EBSB,12.41,$678.93M,678930000,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebsb
Meridian Bioscience Inc.,VIVO,19.34,$806.59M,806590000,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/vivo
"Merit Medical Systems, Inc.",MMSI,17.84,$774.3M,774300000,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/mmsi
"Merrimack Pharmaceuticals, Inc.",MACK,11.01,$1.17B,1170000000,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mack
"Meru Networks, Inc.",MERU,2.73,$64.97M,64970000,2010,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/meru
Merus Labs International Inc.,MSLI,1.88,$152.68M,152680000,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/msli
"Mesa Laboratories, Inc.",MLAB,73.33,$259.25M,259250000,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mlab
"Meta Financial Group, Inc.",CASH,35.8,$229.88M,229880000,1993,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cash
"Metabolix, Inc.",MBLX,0.45,$60.83M,60830000,2006,Basic Industries,Containers/Packaging,http://www.nasdaq.com/symbol/mblx
Methanex Corporation,MEOH,51.96,$4.81B,4810000000,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/meoh
