id,name,country,status,formed_in,genre,theme,active
22580,Instinct of Survival,Germany,Active,1998,Death Metal/Crust,N/A,1995-1998 (as Sperrzone)| 1998-present
22581,Instrumetalist,United States,Unknown,N/A,Death Metal/Experimental,Instrumental,N/A
22582,Insulter,Brazil,Active,1986,Death/Thrash Metal,Sex| Death,1986-1994| 2012-present
22583,Insultor,Argentina,Split-up,2006,Black/Death Metal,Blasphemy| War| Intolerance| Genocide,2006-?
22584,Insultus Dei,France,Active,2006,Black/Death Metal,StN| Humanity,2006-present
22585,Insurgent,Australia,Split-up,2002,Thrash/Death Metal,Betrayal| Hatred| Heroic Deeds| Oppression,2002-?
22586,Insurrect,United States,Split-up,2004,Death/Thrash Metal,N/A,2004-2008
22587,Integral Rigor,Iran,Active,2009,Death/Thrash Metal,Apocalypse| Eastern Wars| Violence| Human mind,2009-present
22588,Intended Victim,Australia,Split-up,2003,Thrash/Death Metal,Politics| Death,2003-?
22589,Intense Agonizing,Hungary,Changed name,1990,Death Metal/Grindcore,N/A,1990-1996| 1996-present (as Intense)
22590,Inter Alia,Australia,Split-up,2001,Epic| Melodic Death Metal,Journeys| Self confrontation| Hate,2001-2005
22591,Interceptor,Slovenia,Split-up,1991,Death/Thrash Metal,Social Issues,1991-1999| 2007-2014
22592,Intercessor,Panama,Active,N/A,Black/Death Metal,Christianity,N/A
22593,Interdiction,Germany,Active,1996,Thrash/Death Metal,Screwed up surgery| Revenge| War (Fetish),1996-present
22594,Interface,United Kingdom,Active,2012,Grindcore/Death Metal,Hatred| Misanthropy,2012-present
22595,Interfectum,Spain,Split-up,2009,Black/Death Metal,Occult| Blasphemy,2009-2014
22596,Interferencia,Argentina,Unknown,2005,Thrash/Death Metal,Social,2005-?
22597,Interior,Poland,Split-up,2002,Thrash/Death Metal,Agony| Pain| Hate,2002-?
22598,Interiora,Italy,Active,2009,Death Metal/Grindcore,Gore| Violence| Cruelty,2009-present
22599,Interment,Russia,Split-up,1992,Death/Doom Metal,Evil| Death| Pain,1992-1996
22600,Internal Collapse,United States,Changed name,2006,Death/Groove Metal,N/A,2006-2011| 2011-present (as Perdition's Sky)
22601,Internal Decadence,Greece,Active,2010,Black/Death Metal,Isolation| Depression| Agony,2010-present
22602,Internal Decay,Brazil,Split-up,1994,Thrash/Death Metal,N/A,1994-?
22603,Internal Decay,Germany,Active,2005,Death Metal/Grindcore,N/A,2005-2013
22604,Internal Divine,United States,Split-up,2008,Metalcore/Death Metal,N/A,2008-?
22605,Internal Evisceration,United States,Active,2002,Death Metal/Grindcore,Blood| Gore| Death,2002-present
22606,Internal Hate,Czech Republic,Unknown,1999,Death Metal/Grindcore,N/A,1999-?
22607,Internal Leprosy,Philippines,Active,2014,Death/Thrash Metal,N/A,2014-present
22608,Internal Nightmare,Australia,Active,2007,Death/Thrash Metal,Drug abuse (early)| War| Hell| Serial killers| Philosophy| Life issues (later),2007-present
22609,Internal Putrefaction,Netherlands,Split-up,N/A,Death/Doom Metal,N/A,N/A
22610,Internal Tension,United States,Split-up,1996,Death/Thrash Metal,Struggle| Death| Anger,1996-?
22611,Internal Thorn,Poland,Active,2000,Death/Black Metal,Mystical fantasies and philosophies,2000-2006| 2009-present
22612,Interration,United States,Split-up,1994,Black/Death Metal,N/A,1994-1996
22613,Interregnum,Austria,Active,2006,Viking/Death Metal,Vikings| Mythology| Battles,2006-present
22614,Interseed,United States,Split-up,2004,Death/Thrash Metal,N/A,2004-?
22615,Intervention,Finland,Active,2007,Thrash/Death Metal,N/A,2007-present
22616,Interzone,Italy,Split-up,1988,Thrash/Death Metal,lyrics inspired by the Burroughs' books,1988-1990
22617,Intestinal Fortitude,United States,Split-up,2005,Death Metal/Grindcore,Professional Wrestling| Life,2005-2007
22618,Intestinal Infection,Venezuela,Active,2007,Death Metal/Grindcore,Gore| Necrophilia,2007-present
22619,Intestinal Infestation,United Kingdom,Split-up,1988,Death Metal/Grindcore,N/A,1988-?
22620,Intestinal Lynching,United States,Changed name,2002,Black/Death Metal,Gore| Death,2002-?| ? (as Adversity)
22621,Intestinal Pandemic,Mexico,Active,2011,Death Metal/Grindcore,Sickness| Gore| Pandemic| Zombies,2011-present
22622,Intestinal Ulcer,Germany,Split-up,1992,Doom/Death Metal,N/A,1992-1994
22623,Intestine,Australia,Unknown,1996,Death Metal/Grindcore,Gore,1996-?
22624,Intestines,Germany,Split-up,N/A,Death Metal/Grindcore,N/A,N/A
22625,Intestines,Poland,Split-up,1994,Thrash/Death Metal,N/A,1994-?
22626,Intifada,Brazil,Changed name,2001,Death Metal/Grindcore,Political issues| the human kind,2001-2009| 2009-present (as Noala)
22627,Into Chaos,United States,Active,N/A,Melodic Death Metal| Metalcore,N/A,N/A
22628,Into Morphin,Brazil,Split-up,1997,Death/Black Metal,N/A,1997-?
22629,Into Nothing,United States,Active,2001,Death/Black Metal,N/A,2001-present
22630,Into Oblivion,Canada,Active,2007,Death/Black Metal,Battle| Triumph,2007-present
22631,Into Pain,Germany,Active,N/A,Death/Thrash Metal,N/A,N/A
22632,Into the Cave,Brazil,Active,2012,Black/Death Metal,Lust| Satanism,2012-present
22633,Into the Gore,Greece,Split-up,1998,Death Metal/Grindcore,Death| Humanity| Gore| Disease| Life,1998-2005
22634,Into the Nethermost,Spain,Active,2009,Black/Death Metal,N/A,2009-present
22635,Into the Noise,Germany,Active,2006,Thrash/Death Metal,N/A,2006-present
22636,Into the War,Chile,Active,N/A,Black/Death Metal,Satanism| Apocalyptic| Evil,N/A
22637,Intoxicate,Germany,Split-up,N/A,Death/Thrash Metal,N/A,N/A
22638,Intoxicated Blood,Chile,Active,2002,Death Metal/Grindcore,Horror| Gore| Death| Mutilation,2002-present
22639,Intoxicum,Germany,Active,2006,Thrash/Death Metal,N/A,2004-2006 (as Kolbenfresser)| 2006-present
22640,Intoxxxicated,United States,Split-up,1997,Death/Thrash Metal,Death| War| Drugs| Alcohol| Serial killers,1997-2002
22641,Intra Spelaeum,Russia,Active,2010,Death/Doom Metal,Nature| Sorrow,2010-present
22642,Intradeus,France,Changed name,1997,Death/Thrash Metal,N/A,1997-present
22643,Intribe,Brazil,Unknown,1998,Thrash/Death Metal,Destruction| Humanity's problems,1998-?
22644,Intruder,Poland,Changed name,2000,Thrash/Death Metal,N/A,2000-2007| 2007-present (as Deathcaller)
22645,Intrusion,Australia,Split-up,1995,Death Metal/Grindcore,N/A,1995-?
22646,Invasion,United States,Active,1989,Thrash/Death Metal,War,1989-present
22647,Invazão,Brazil,Unknown,N/A,Death Metal/Grindcore,Christianity| Anti-Pollution| Anti-Government,N/A
22648,Invelenitor,Italy,Split-up,1999,Thrash/Death Metal,N/A,1999-2011
22649,Inverloch,Australia,Active,2011,Doom/Death Metal,N/A,2011 (as d.USK)| 2011-present
22650,Inverse Cross,Brazil,Split-up,2005,Death/Black Metal,Satanism,2005-?
22651,Invicta Veritas,United States,Split-up,N/A,Death/Thrash Metal,N/A,N/A
22652,Invitation to Die,Canada,Active,2009,Thrash/Death Metal,N/A,2009-present
22653,Invocation,Argentina,Active,2010,Thrash/Death Metal,N/A,2010-present
22654,Invocation,Austria,Split-up,1990,Doom/Death Metal,N/A,1990-?
22655,Invocation,Chile,Active,N/A,Black/Death Metal,N/A,N/A
22656,Invocation,Germany,Active,2000,Grindcore/Death Metal,Sumerian,? (as Defaced)| 2000-present (as Altar of Sacrifice)
22657,Invocation,Norway,Unknown,2003,Death Metal/Grindcore,Satanism| Anti-Christianity| Occultism,2003-?
22658,Involuntary Carnage,Germany,Split-up,1992,Death Metal/Grindcore,N/A,1992-1996
22659,Invultation,United States,Active,2015,Black/Death Metal,N/A,2015-present
22660,Inward,Slovakia,Split-up,2007,Thrash/Death Metal,Personal Thoughts| Psychology| Philosophy,2007-2012
22661,Inzane,Germany,Active,2002,Death/Black Metal,N/A,2002-present
22662,Inzest,Austria,Active,2003,Death Metal/Metalcore,Death| Violence| Sickness,2003-present
22663,Ionosphere,Hungary,Active,2011,Black/Death Metal,Science Fiction,2011-present
22664,Iponah,Finland,Active,2005,Black/Death Metal,Anti-Christian,2005-present
22665,Ira Tenax,Germany,Active,1999,Death/Heavy Metal,N/A,1999-present
22666,Iraconji,United States,Active,2009,Thrash/Death Metal,N/A,2009-2011| 2012-present
22667,Iratus Dominus,Belarus,Changed name,2002,Black/Death Metal,N/A,2002 (as Desecrated)| 2002-2006| 2006-2012 (as ID:Vision)
22668,Irem,Germany,Active,2003,Black/Death Metal,Hate| Blasphemy| Satanism,2003-present
22669,Irisblind,United Kingdom,Active,N/A,Death/Black Metal,N/A,N/A
22670,Irium,France,Changed name,2004,Death Metal/Metalcore,N/A,2004-2008| 2008-present (as Juicy Guts)
22671,Irkallian Oracle,Sweden,Active,2012,Black/Death Metal,Eschatology| Mysticism| Philosophy,2012-present
22672,Iron Force,Mexico,Split-up,2006,Death/Thrash Metal,Death| Hate| Metaphors| War,2006-2015
22673,Iron Grave,United Kingdom,Active,2012,Doom/Death Metal,Fantasy| Sword & Sorcery| Battle| Wizards| Dragons| Witches,2012-present
22674,Iron Thrones,United States,Split-up,2005,Death/Progressive Metal,N/A,2005-2012
22675,Irongoat,Bolivia,Active,2011,Death/Thrash Metal,Alcohol| Metal| Satan,2011-present
22676,Irreverant Soul,United States,Active,2009,Black/Death Metal,N/A,2009-present
22677,Irreverence,Italy,Active,1995,Thrash/Death Metal,Social,1995-present
22678,Irreverence,Spain,Split-up,2002,Black/Death Metal,Death| Apocalypse| Armageddon| Anti-Religion,2002-2011
22679,Irreverence,United States,Unknown,1997,Black/Death Metal,N/A,1997-?
22680,Irreverent,United States,Changed name,1990,Death/Black Metal,Blasphemy,1990-1994| 1996-1999 (as Witchery)| 1999-present (as Black Witchery)
22681,Irritant,United States,Changed name,2001,Death Metal/Grindcore,Death| Gore| Murder,2001-?
22682,Irritate,Finland,Split-up,1998,Death Metal with Groove influences,Nihilism| Reality| Society,? (as Sensibilidad)| 1998-?
22683,Iscarioth,Russia,Active,2012,Black/Death Metal,N/A,2012-present
22684,Ischemic,Canada,Active,2012,Death/Doom Metal,N/A,2012-present
22685,Ismael,Poland,Split-up,1992,Thrash/Death Metal,N/A,1992-?
22686,Issachar,United States,Split-up,N/A,Black/Death Metal,N/A,N/A
22687,Isthar,International,Active,1996,Black/Death Metal,Darkness| Misanthropy| Mythology,1996-present
22688,Istrulity,Serbia,Active,2011,Death/Thrash Metal,Mental Disorder| Drugs| Depression,2011-present
22689,Itself,Brazil,Active,2005,Death/Thrash Metal,Psychological diseases,2005-present
22690,Iuramentum,Germany,Active,2005,Viking/Death Metal,N/A,2005-present
22691,Ivebeenshot,United States,Active,2004,Death Metal/Grindcore,Abstract| Misogyny| Humor,2004-present
22692,Ixpapalotl,Greece,Active,2008,Death Metal/Grindcore,Social| Madness,2008-present
22693,Ixtlan,Mexico,Active,2007,Progressive/Death Metal,Toltec Spiritual Themes| Draconian Tradition,2007-present
22694,Izegrim,Netherlands,Active,1996,Thrash/Death Metal,War| Destruction| Annihilation,1996-1998 (as Isegrim)| 1998-present
22695,Izund,Egypt,Active,2009,Black/Death Metal,Gore| Death| Torture| Darkness| Night,2009-present
22696,Izuver,Ukraine,Split-up,1991,Death/Black Metal,Satanism| Blasphemy,1991-?
22697,Jack Ketch,United States,Active,2007,Death Metal/Deathcore,N/A,2007-present
22698,Jahiliyyah,Bangladesh,Split-up,2009,Black/Death Metal,Eschatology| Philosophy| The Occult| Chaos,2009-2013
22699,Jailkills,France,Active,2010,Death/Thrash Metal,N/A,2010-present
22700,Janara,Italy,Active,2014,Black/Death Metal,N/A,2014-present
22701,Jane,Germany,Active,1998,Death Metal/Metalcore,N/A,1998-?| 2006-present
22702,Japanese Hell Beast,United Kingdom,Unknown,2005,Death Metal/Grindcore,Humour| Death| Gore| Pornography| Sex,2005-?
22703,Jawad,France,Changed name,1995,Death/Thrash Metal,N/A,1995-?
22704,Jeffrey Dahmer,Cuba,Active,2001,Grindcore/Death Metal,Murder| Gore,2001-present
22705,Jeffrey Dahmer Cookbook,United States,Split-up,2006,Death Metal/Grindcore,Killing| Eating People,2006-?
22706,Jehova,Germany,Split-up,N/A,Thrash/Death Metal,N/A,N/A
22707,Jengloth,Indonesia,Active,2013,Death Metal/Grindcore,Humour| Comedy,2013-present
22708,Jesus Skin,United States,Split-up,1996,Death Metal/Industrial,Omnipotence| Samples,1996-?
22709,Jesusatan,Croatia,Active,1998,Death Metal/Grindcore,Death| Society| Darkness,1998-present
22710,JesusLaceration,Finland,Split-up,1999,Black/Death Metal,War| Hatred,1999-?
22711,Jettison Greymatter,United States,Active,2005,Death Metal/Deathcore,N/A,2005-present
22712,Jig-Ai,Czech Republic,Active,2005,Death Metal/Goregrind,Guro/Hentai| Misogyny| Rape| Gore| Humour,2005-present
22713,Jigsore,Germany,Active,2005,Death/Southern Metal,N/A,2005-present
22714,Jigsore,Spain,On hold,1995,Death Metal/Grindcore,Gore| Mutilation| Death,1995-2007
22715,Jigsore Terror,Sweden,Unknown,2001,Grindcore/Death Metal,Violence| Death| Gore,2001-?
22716,Jihad,Indonesia,Active,1999,Death Metal/Grindcore,Religions| Hate,1999-present
22717,Jihad,Poland,Active,2006,Death/Thrash Metal,N/A,2006-present
22718,Joda Cema,United Kingdom,Active,2005,Thrash/Death Metal,N/A,2005-present
22719,John F. Cannibal,Austria,Split-up,2009,Grindcore/Death Metal,N/A,2009-2013
22720,John Nash,Italy,Unknown,1996,Death/Black Metal,N/A,1996-?
22721,John Norman Collins,United States,Split-up,1997,Death/Thrash Metal,Rape,1997-?
22722,John Woodson's Leg,United States,Active,2009,Heavy/Death Metal,N/A,2009-present
22723,Johnny Truant,United Kingdom,Split-up,2001,Death Metal/Metalcore,N/A,2001-2008
22724,Jormundgand,Sweden,Changed name,2004,Black/Death Metal,Mysteries of the Dark| Satan| Darkness,2004-2015| 2015-present (as Voodus)
22725,Joukkomurha,Finland,Active,2004,Death/Thrash Metal,Death| Destruction| Filth| Greed,2004-2008| 2008-present
22726,Journey Through the Dark,Italy,Changed name,1993,Doom/Death Metal,Sadness,1993-1997| 1997-present (as Art Inferno)
22727,Jrangkonk,Indonesia,On hold,1997,Black/Death Metal,N/A,1997-2010
22728,Judea,United States,Split-up,2005,Death Metal/Metalcore,Christianity,2005-?
22729,Judgement Day,Netherlands,Split-up,1988,Death/Thrash Metal,N/A,1988-2005
22730,Juggernaught,Denmark,Split-up,2004,Thrash/Death Metal,N/A,2004-?
22731,Jugurtha,Canada,Active,N/A,Black/Death Metal,N/A,N/A
22732,Junkcrude,Brazil,Changed name,1990,Death/Black Metal,N/A,1990-1993| 1993-present (as Black Angel)
22733,Just Cause,Canada,Active,1997,Death/Thrash Metal,N/A,1997-present
22734,Just Pain,Germany,Split-up,1996,Death/Thrash Metal,N/A,1996-2001
22735,Justice Department,Spain,Active,N/A,Death Metal/Grindcore,Veganism| Animal Liberation,N/A
22736,K.O.D.,United States,Unknown,1991,Death/Thrash Metal,Horror| Death| Gore,1988-1991 (as Slaughter House K.O.D.)| 1991-?
22737,Kaamos,Finland,Split-up,N/A,Doom/Death Metal,Sorrow,N/A
22738,Kaapora,Germany,Active,2010,Death Metal/Grindcore,N/A,2010-present
22739,Kaasschaaf,Netherlands,Active,2007,Death Metal/Grindcore,N/A,2007-present
22740,Kabak,El Salvador,Split-up,1994,Death Metal/Grindcore,Gore| Sick Humor| Death,1994-2001| 2004| 2009| 2012-2013
22741,Kabra Makabra,Argentina,Active,N/A,Thrash/Death Metal,N/A,N/A
22742,Kadastath,Brazil,Active,2006,Death/Thrash Metal,N/A,2006-present
22743,Kadathorn,Germany,Active,1996,Black/Death Metal,Satanism| Evil| Darkness| Winter,1996-2006
22744,Kadaver,Sweden,Split-up,2006,Black/Death Metal,Anti-Christianity| Death| Angst,? (as Avliden)| 2006-?
22745,Kaets,France,Active,N/A,Death/Thrash Metal,N/A,N/A
22746,Kahn,Sweden,Unknown,N/A,Grindcore/Death Metal,N/A,N/A
22747,Kaiphos,United Kingdom,Split-up,1998,Black/Death Metal,N/A,1998-?
22748,Kaizen,France,Active,1994,Death Metal with Groove influences,N/A,1994-present
22749,Kako Daimon,Sweden,Active,2006,Black/Death Metal,Satanism| Anti-Christianity,2006-present
22750,Kaksonen,Finland,Active,2005,Thrash/Death Metal,N/A,2005-present
22751,Kalasag,Philippines,Unknown,2005,Death/Thrash Metal,Death| Satan,2005-?
22752,Kali-Yuga,Russia,Split-up,1997,Black/Death Metal,Evil| Occultism,1997-?
22753,Kaliya,United States,Active,2009,Death Metal/Grindcore,N/A,2009-present
22754,Kallus,United States,Unknown,N/A,Groove/Death Metal,Hate| Death| Politics,N/A
22755,Kalmantach,Finland,Active,2008,Death/Thrash Metal,Death| Wrath,2008-present
22756,Kam Talium,France,Active,2004,Thrash/Death Metal,N/A,2004-present
22757,Kami,Denmark,Active,1998,Death/Doom Metal,N/A,1998-2009| 2015-present
22758,Kampfbund,France,Active,2006,Death/Thrash Metal,Heritage| Aryanism| History| White Pride,2006-present
22759,Kaos,United States,Split-up,N/A,Thrash/Death Metal,N/A,N/A
22760,Kaos Engine,Italy,Active,2001,Thrash/Death Metal,Reality,2001-present
22761,Kaos Rising,United States,Active,1999,Groove/Death Metal,Hate| Violence| Society| Death,1999-present
22762,Kaoteon,Lebanon,Active,1999,Black/Death Metal,Life| Corruption| Wrecked Societies| War,1999-? (as Chaotaeon)| ?-present
22763,Karadima,Chile,Split-up,N/A,Grindcore/Death Metal,N/A,N/A
22764,Kardroz,Austria,Active,2010,Black/Death Metal,N/A,2010-present
22765,Karelian Warcry,Finland,Active,2002,Black/Death Metal,War| Anti-Christianity| Hate,2002-present
22766,Karkadam,Uruguay,Active,1996,Death/Black Metal,Mythology| Kabbalah,1996-present
22767,Karls,Italy,Active,2015,Black/Death Metal,N/A,2015-present
22768,Karmic Ashes,United States,Active,2016,Black/Death Metal,N/A,2016-present
22769,Karmic Wheel,France,Active,2003,Black/Death Metal,N/A,2003-present
22770,Karmik Revenge,Spain,Active,2011,Death/Thrash Metal,N/A,2011-present
22771,Karnage,New Zealand,Split-up,1991,Thrash/Death Metal,Death| Gore,1991-1993
22772,Karnak,Chile,Active,1999,Thrash/Death Metal,Blood| Death| Darkness,1999-present
22773,Karnal,France,Active,1998,Thrash/Death Metal,N/A,1998-present
22774,Karneficina,Italy,Split-up,1988,Death Metal/Grindcore,N/A,1988-?
22775,Karneywar,Sweden,Changed name,2002,Death/Thrash Metal,War| Death| Life| Hate,2002-2010| 2010-present (as Karnivore)
22776,Karnivore,Sweden,Active,2010,Death/Thrash Metal,War| Death| Life| Hate,2002-2010 (as Karneywar)| 2010-present
22777,Karnnage,Brazil,Active,2014,Death/Thrash Metal,Evil| Violence| Nightmares,2014-present
22778,Karochnos,Netherlands,Changed name,2005,Death/Black Metal,War| Death,2005-2006| 2006-2007 (as Antinomus)| 2008-? (as Antinomus)
22779,Karras,Germany,Active,2004,Thrash/Death Metal,War| Society| Feelings,2004-present
22780,Karroña,Mexico,Split-up,N/A,Death Metal/Grindcore,N/A,N/A
22781,Karseron,Portugal,Active,1992,Death/Black Metal,Life| Death| Morbid Tales,1992-present
22782,Kasatura,Turkey,Active,2004,Thrash/Death Metal,War| Death| Social Issues| Political Problematics,2004-present
22783,Kashgar,Kyrgyzstan,Active,2014,Black/Death Metal,Folklore| Occult,2014-present
22784,Katachthon,Greece,Active,2013,Black/Death Metal,War| Hellenic Mythology/History,2013-present
22785,Katacumba,Portugal,Split-up,1993,Death/Thrash Metal,N/A,1993-?
22786,Katafalk,Netherlands,Split-up,1995,Death/Thrash Metal,Hate| Anti-Christianity,1995-2010
22787,Katalepsy,Bolivia,Active,2000,Death Metal/Grindcore,Political| Chaos| Destruction,2000-present
22788,Katalepsya,Spain,Active,2007,Thrash/Death Metal,Rebellion,2007-present
22789,Katatonia,Poland,Split-up,1992,Death/Thrash Metal,N/A,1992-?
22790,Katechon,Norway,Active,2011,Black/Death Metal,Occultism| Esotericism,2011-present
22791,Katedra Patologii,Poland,Active,2001,Death Metal/Grindcore,Death| Gore| Anatomy| Sickness,2001-present
22792,Katharsick,Brazil,Unknown,2007,Death/Black Metal,Religion| Society| Human Behavior,2007-?
22793,Katharsis,Poland,Split-up,1992,Death/Doom Metal,N/A,1991-1992 (as Grind Macabre)| 1992-?
22794,Katingation,Angola,Active,2013,Death Metal/Grindcore,Death| War| Angolan Culture| Social Issues,2013-present
22795,Katton,France,Active,N/A,Death/Thrash Metal,N/A,N/A
22796,Kause 4 Konflikt,France,Active,2010,Death Metal/Metalcore,War,2010-present
